symbol,sector,industry,longName,volume,profitMargins,sharesOutstanding,regularMarketPreviousClose,trailingPE,priceToBook
8300.HK,Consumer Cyclical,Restaurants,Royal Catering Group Holdings Company Limited,400000,-0.28263,2643360000,0.06,,1.3953488
8301.HK,Consumer Defensive,Beverages—Wineries & Distilleries,Shenzhen Mingwah Aohan High Technology Corporation Limited,24000,-0.14953,200200000,0.129,125.85365,42.999996
8305.HK,Industrials,Engineering & Construction,Tong Kee (Holding) Limited,120000,0.07833,800000000,0.09,,0.8333334
8307.HK,Healthcare,Medical Care Facilities,Medicskin Holdings Limited,4416000,-0.05962,485736000,0.18,,2.3076923
8308.HK,Consumer Cyclical,Resorts & Casinos,Gudou Holdings Limited,4000,0.08307,980000000,0.79,,12.741936
8309.HK,Industrials,Waste Management,Man Shing Global Holdings Limited,550000,0.0145000005,600000000,0.095,,0.8962264
8310.HK,Industrials,Integrated Freight & Logistics,Dafeng Port Heshun Technology Company Limited,60000,-0.07042,1288000000,0.325,3100,
8311.HK,Technology,Electronics & Computer Distribution,Perfect Optronics Limited,350000,-0.21207,1483689984,0.21,,1.707317
8313.HK,Financial Services,Asset Management,ZACD Group Ltd.,1830000,-0.01143,2000000000,0.345,,24.285713
8315.HK,Industrials,Security & Protection Services,Greatwalle Inc.,520000,0.0,1243660032,0.098,104.25532,19.6
8316.HK,Industrials,Engineering & Construction,Pak Wing Group (Holdings) Limited,100000,-0.059759997,800000000,0.058,,
8317.HK,Industrials,Specialty Business Services,Finet Group Limited,162000,-0.84203005,666539008,0.46,,4.6
8319.HK,Technology,Information Technology Services,Expert Systems Holdings Limited,190000,0.02396,800000000,0.083,9.431818,0.68032783
8320.HK,Industrials,Waste Management,Allied Sustainability and Environmental Consultants Group Limited,70000,-0.20337999,1200000000,0.052,,0.9285714
8325.HK,Industrials,Specialty Business Services,China Smartpay Group Holdings Limited,270000,-0.55493,1644189952,0.225,,0.4387352
8326.HK,Utilities,Utilities—Independent Power Producers,Tonking New Energy Group Holdings Limited,10000,0.00026,818000000,0.061,1.9062499,0.2735426
8328.HK,Consumer Cyclical,Auto Parts,Xinyi Automobile Glass Hong Kong Enterprises Limited,62250,0.21024999,648136000,1.39,,2.32715
8329.HK,Healthcare,Biotechnology,Shenzhen Neptunus Interlong Bio-technique Company Limited,220000,0.05589,426000000,0.235,7.313789,3.9833333
8331.HK,Basic Materials,Other Industrial Metals & Mining,HangKan Group Limited,300000,-0.98130995,670572032,0.063,,2.0333333
8333.HK,Financial Services,Capital Markets,Astrum Financial Holdings Limited,5000,0.45639,800000000,0.204,,0.8613445
8337.HK,Communication Services,Telecom Services,Directel Holdings Limited,30000,-0.08405,3697499904,0.046,,1.4374999
8340.HK,Financial Services,Capital Markets,Vinco Financial Group Limited,30000,-0.277,640000000,0.05,2.4401913,1.0408163
8341.HK,Industrials,Consulting Services,Aeso Holding Limited,170000,-0.09201,200000000,0.305,,
8347.HK,Energy,Oil & Gas Refining & Marketing,F8 Enterprises (Holdings) Group Limited,2304000,0.01283,800000000,0.18,,1.4876034
8348.HK,Industrials,Integrated Freight & Logistics,Tianjin Binhai TEDA Logistics (Group) Corporation Limited,8000,0.010249999,98243200,0.4,35.130863,1.0928962
8349.HK,Industrials,Building Products & Equipment,MEIGU Technology Holding Group Limited,30000,0.062529996,400000000,0.135,,7.1666665
8350.HK,Financial Services,Capital Markets,Excalibur Global Financial Holdings Limited,72000,0.00373,800000000,0.204,,2.3181818
8351.HK,Healthcare,Pharmaceutical Retailers,Larry Jewelry International Company Limited,100000,0.78064,3618390016,0.013,,0.30952382
8353.HK,Technology,Software—Application,Anacle Systems Limited,12000,-0.50566,399158016,0.37,,11.212121
8355.HK,Technology,Information Technology Services,i-Control Holdings Limited,200000,0.09073,1000000000,0.33,16.40625,2.25
8356.HK,Industrials,Engineering & Construction,CNC Holdings Limited,100000,-0.24972,4055350016,0.035,,
8357.HK,Healthcare,Medical Care Facilities,Republic Healthcare Limited,305000,0.11101,520000000,0.485,,25.555557
8360.HK,Industrials,Engineering & Construction,AL Group Limited,320000,-0.26041,595000000,0.033,,0.2897196
8362.HK,Consumer Defensive,Packaged Foods,Winning Tower Group Holdings Limited,80000,-0.0196,1400000000,0.039,,0.3979592
8363.HK,Consumer Defensive,Education & Training Services,SDM Group Holdings Limited,30000,-0.53717,354100000,1.0,,
8366.HK,Industrials,Engineering & Construction,Zhejiang United Investment Holdings Group Limited,20000,-0.07794,1577200000,0.245,,5.681818
8367.HK,Consumer Cyclical,Restaurants,Simplicity Holding Limited,120000,-0.27078,800000000,0.046,,0.8518518
8368.HK,Communication Services,Entertainment,Creative China Holdings Limited,27000,-0.20941,1423510016,0.088,,14.666666
8370.HK,Industrials,Business Equipment & Supplies,Zhi Sheng Group Holdings Limited,56000,-0.15634,804000000,0.26,,7.2222223
8371.HK,Consumer Cyclical,Restaurants,Taste Gourmet Group Limited,16000,0.10571,379732000,0.79,,2.5239618
8372.HK,Healthcare,Medical Distribution,Grand Brilliance Group Holdings Limited,10000,0.09345,800000000,0.095,,0.9903846
8373.HK,Industrials,Engineering & Construction,Indigo Star Holdings Limited,210000,-0.029070001,400000000,0.22,,6.5294113
8376.HK,Real Estate,Real Estate Services,Fineland Real Estate Services Group Limited,12000,0.12255,400000000,0.59,,18.709677
8377.HK,Consumer Cyclical,Textile Manufacturing,Shen You Holdings Limited,100000,-0.11727,800000000,0.083,,1.2266666
8379.HK,Industrials,Security & Protection Services,Prime Intelligence Solutions Group Limited,330000,-0.08804,800000000,0.063,,0.5478261
8383.HK,Industrials,Specialty Business Services,Linocraft Holdings Limited,64000,0.03232,800000000,0.108,,4.5
8385.HK,Industrials,Specialty Business Services,Prosperous Printing Company Limited,2420000,0.052849997,800000000,0.25,,0.6887052
8391.HK,Industrials,Specialty Business Services,Elegance Commercial and Financial Printing Group Limited,8000,-0.13383001,440000000,0.335,,1.6919192
8392.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Satu Holdings Limited,170000,-0.15264,1000000000,0.072,,1.5319148
8400.HK,Consumer Cyclical,Gambling,Asia Pioneer Entertainment Holdings Limited,1890000,0.16072,1000000000,0.054,,0.61627907
8401.HK,Communication Services,Advertising Agencies,Stream Ideas Group Limited,400000,0.09003,200000000,0.5,,1.9736843
8403.HK,Communication Services,Advertising Agencies,Dowway Holdings Limited,1300000,0.01301,2000000000,0.035,,5.8333335
8405.HK,Healthcare,Medical Care Facilities,Hang Chi Holdings Limited,72000,0.17403999,400000000,1.0,,2.5706942
8410.HK,Technology,Software—Infrastructure,Edvance International Holdings Limited,300000,0.07226,1001449984,0.53,,5.4
8411.HK,Industrials,Engineering & Construction,K W Nelson Interior Design and Contracting Group Limited,390000,0.28877002,1000000000,0.147,,1.1693548
8412.HK,Consumer Cyclical,Restaurants,BCI Group Holdings Limited,1520000,-0.32121,800000000,0.173,,8.6
8413.HK,Consumer Defensive,Food Distribution,Asia Grocery Distribution Limited,1290000,0.0130900005,1162000000,0.54,,6.1538463
8416.HK,Industrials,Specialty Business Services,HM International Holdings Limited,215000,0.03608,400000000,0.118,,0.5152838
8417.HK,Consumer Defensive,Education & Training Services,Dadi Education Holdings Limited,520000,-0.03602,1750400000,0.033,,0.75
8418.HK,Consumer Cyclical,Auto Parts,Optima Automobile Group Holdings Limited,160000,0.07533,850000000,1.41,,
8419.HK,Industrials,Specialty Business Services,AV Promotions Holdings Limited,230000,0.11858,400000000,0.325,,1.2451361
8420.HK,Technology,Software—Infrastructure,Nexion Technologies Limited,3075000,0.123730004,720000000,0.08,,3.1999998
8421.HK,Industrials,Waste Management,Winson Holdings Hong Kong Limited,720000,0.038900003,600000000,0.47,,2.3076923
8422.HK,Industrials,Engineering & Construction,WT Group Holdings Limited,100000,0.062470004,1000000000,0.17,,2.394366
8423.HK,Industrials,Engineering & Construction,Chi Ho Development Holdings Limited,130000,0.06087,800000000,0.475,,3.7401574
8425.HK,Industrials,Rental & Leasing Services,Hing Ming Holdings Limited,20000,0.11113,400000000,1.26,,4.6732025
8426.HK,Real Estate,Real Estate Services,Modern Living Investments Holdings Limited,340000,0.01921,800000000,0.15,,1.0857142
8427.HK,Technology,Communication Equipment,SK Target Group Limited,616000,-0.093059994,620000000,0.24,,15.333334
8428.HK,Consumer Cyclical,Restaurants,CBK Holdings Limited,10212000,-0.30523002,1200000000,0.229,,5.348837
8431.HK,Industrials,Engineering & Construction,Hao Bai International (Cayman) Limited,1930000,-0.02123,1300000000,0.28,,3.8356166
8432.HK,Consumer Cyclical,Restaurants,Bar Pacific Group Holdings Limited,60000,0.05603,860000000,0.097,,1.2098765
8436.HK,Consumer Defensive,Household & Personal Products,Takbo Group Holdings Limited,100000,0.14408,400000000,0.32,,0.71748877
8437.HK,Healthcare,Medical Care Facilities,RMH Holdings Limited,24000,0.13085,600000000,0.132,,7.7058816
8439.HK,Financial Services,Capital Markets,Somerley Capital Holdings Limited,2000,0.0089,141288992,1.78,,2.4350204
8441.HK,Industrials,Waste Management,IWS Group Holdings Limited,550000,0.06395,800000000,0.54,,5.192308
8442.HK,Consumer Cyclical,Apparel Retail,SG Group Holdings Limited,7500,0.09066,32000000,6.62,,2.0116618
8445.HK,Industrials,Engineering & Construction,Noble Engineering Group Holdings Limited,200000,-0.01417,600000000,0.09,,0.430622
8446.HK,Communication Services,Entertainment,In Technical Productions Holdings Limited,70000,0.12667,800000000,0.209,,1.2901235
8447.HK,Consumer Cyclical,Restaurants,MS Concept Limited,370000,0.0143099995,1000000000,0.047,,0.9583333
8448.HK,Industrials,Specialty Business Services,Universe Printshop Holdings Limited,160000,-0.01743,900000000,0.074,,1.3214285
8450.HK,Industrials,Specialty Business Services,EDICO Holdings Limited,620000,-0.054279998,1000000000,0.044,,0.6388889
8451.HK,Consumer Defensive,Household & Personal Products,Sunlight (1977) Holdings Limited,140000,0.03237,800000000,0.071,,5.538461
8452.HK,Financial Services,Credit Services,"FY Financial (Shenzhen) Co., Ltd.",270000,0.22418,120000000,0.64,,3.548387
8456.HK,Consumer Cyclical,Apparel Manufacturing,Mansion International Holdings Limited,112000,-0.09616,400000000,0.106,,0.82170546
8457.HK,Industrials,Integrated Freight & Logistics,Goal Rise Logistics (China) Holdings Limited,30000,0.081750005,800000000,0.3,,15.263158
8462.HK,Industrials,Staffing & Employment Services,Omnibridge Holdings Limited,75000,-0.044749998,600000000,0.37,,15.416667
8463.HK,Consumer Cyclical,Auto Parts,TOMO Holdings Limited,8000,0.17285,450000000,0.7,,20
8470.HK,Industrials,Security & Protection Services,Lumina Group Limited,16000,0.17868,600000000,0.27,,1.3084112
8471.HK,Consumer Cyclical,Textile Manufacturing,Reach New Holdings Limited,300000,-0.06252,800000000,0.249,,16.5
8472.HK,Industrials,Waste Management,Lapco Holdings Limited,405000,-0.03818,400000000,0.37,,2.824074
8473.HK,Consumer Cyclical,Specialty Retail,Mi Ming Mart Holdings Limited,20000,0.15641,1120000000,0.23,,2.2135923
8475.HK,Consumer Cyclical,Restaurants,K Group Holdings Limited,10000,-0.21439,400000000,0.43,,18.863636
8476.HK,Consumer Defensive,Packaged Foods,Ocean One Holding Ltd.,500000,0.05947,280000000,0.76,,1.6557734
8479.HK,Energy,Oil & Gas Refining & Marketing,JTF International Holdings Limited,328000,0.0171,630000000,0.221,,3.4531248
8480.HK,Consumer Cyclical,Textile Manufacturing,Furniweb Holdings Limited,24000,-0.033010002,560000000,1.41,,29.583332
8481.HK,Basic Materials,Paper & Paper Products,Shenglong Splendecor International Limited,55000,0.04856,500000000,0.315,,6.4285717
8482.HK,Industrials,Integrated Freight & Logistics,Wan Leader International Limited,6820000,-0.07777,840000000,0.228,,3.152778
8483.HK,Consumer Cyclical,Personal Services,Max Sight Group Holdings Limited,104000,0.13157,800000000,0.101,,1.2469137
8485.HK,Communication Services,Publishing,Smart Globe Holdings Limited,500000,0.16017,1000000000,0.1,,0.93203884
8487.HK,Technology,Communication Equipment,ISP Global Limited,180000,0.03338,800000000,0.157,,11.384615
8490.HK,Technology,Semiconductor Equipment & Materials,Niche-Tech Group Limited,5000,0.02931,705500032,0.48,,1.4136904
8491.HK,Consumer Defensive,Food Distribution,Cool Link (Holdings) Limited,180000,-0.03938,600000000,1.84,,83.18182
8495.HK,Consumer Cyclical,Restaurants,1957 & Co. (Hospitality) Limited,60000,-0.01784,384000000,0.31,,1.5422885
8501.HK,Industrials,Consulting Services,Sanbase Corporation Limited,2000,0.03208,200000000,0.94,,1.4439324
8502.HK,Industrials,Infrastructure Operations,Ocean Line Port Development Limited,128000,0.30839002,800000000,0.26,,5.408163
8507.HK,Consumer Cyclical,Apparel Manufacturing,i.century Holding Limited,68000,-0.11059,400000000,0.118,,1.1583333
8509.HK,Consumer Defensive,Beverages—Wineries & Distilleries,Wine's Link International Holdings Limited,260000,0.07856,400000000,0.3,,0.610766
8510.HK,Consumer Cyclical,Restaurants,Top Standard Corporation,64000,-0.32686,800000000,0.219,,21.9
8511.HK,Technology,Scientific & Technical Instruments,Zhicheng Technology Group Ltd.,12000,0.12031999,400000000,0.149,,1.047619
8512.HK,Consumer Defensive,Household & Personal Products,Hyfusin Group Holdings Limited,240000,0.03961,1100000000,0.046,,0.4742268
8516.HK,Industrials,Engineering & Construction,Grand Talents Group Holdings Limited,10000,0.00899,480000000,3.56,,21.09756
8519.HK,Consumer Cyclical,Restaurants,Jia Group Holdings limited,10000,-0.08786,860000000,0.061,,0.96666664
8521.HK,Consumer Cyclical,Textile Manufacturing,ST International Holdings Company Limited,1725000,0.18245001,480000000,0.41,,1.4510489
8522.HK,Industrials,Engineering & Construction,Gain Plus Holdings Limited,8000,0.034649998,372000000,1.51,,3.1847134
8523.HK,Industrials,Engineering & Construction,Sheung Moon Holdings Limited,50000,0.06894,400000000,0.455,,1.1780105
8525.HK,Financial Services,Credit Services,Byleasing Holdings Limited,12000,0.44198,270000000,0.49,,3.5766425
8526.HK,Industrials,Building Products & Equipment,Wing Fung Group Asia Limited,300000,0.07452,574000000,0.285,,1.8589742
8527.HK,Consumer Cyclical,Restaurants,JLogo Holdings Limited,15000,-0.11532,500000000,0.9,,50
8532.HK,Industrials,Engineering & Construction,Polyfair Holdings Limited,144000,-0.010650001,800000000,0.092,,1.1358025
8535.HK,Industrials,Security & Protection Services,Vistar Holdings Limited,60000,0.0461,1200000000,0.081,,0.85263157
8536.HK,Consumer Cyclical,Specialty Retail,TL Natural Gas Holdings Limited,2000000,0.07176,500000000,0.179,,7.4583335
8537.HK,Consumer Cyclical,Luxury Goods,Dominate Group Holdings Company Limited,260000,0.009190001,750000000,0.163,,1.3846154
8540.HK,Financial Services,Capital Markets,Victory Securities (Holdings) Company Limited,20000,0.14994,200000000,1.25,,1.2254902
8545.HK,Consumer Cyclical,Leisure,Amuse Group Holding Limited,88000,0.058569998,1000000000,0.089,,0.57575756
8547.HK,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Pacific Legend Group Limited,100000,-0.022049999,1000000000,0.107,,0.86290324
8601.HK,,,Boltek Holdings Limited,130000,,,0.22,,
8603.HK,Consumer Defensive,Household & Personal Products,Fameglow Holdings Limited,500000,0.02557,800000000,0.34,,4.096386
8606.HK,Technology,Information Technology Services,Kinetix Systems Holdings Limited,410000,0.039470002,800000000,0.078,,0.7913043
8607.HK,Consumer Cyclical,Textile Manufacturing,Narnia (Hong Kong) Group Company Limited,5000,0.09752,800000000,0.295,,
8609.HK,Consumer Defensive,Packaged Foods,Eggriculture Foods Ltd.,100000,0.09702,500000000,0.147,,5.275862
8611.HK,Technology,Information Technology Services,Mindtell Technology Limited,205000,-0.07716,390000000,0.171,,0.003475398
8612.HK,Industrials,Rental & Leasing Services,World Super Holdings Limited,150000,0.15838,600000000,0.45,,3.6885245
8613.HK,Technology,Software—Infrastructure,Oriental Payment Group Holdings Limited,10000,-0.0684,1000000000,0.065,,0.7738095
8619.HK,Industrials,Engineering & Construction,WAC Holdings Limited,10000,-0.02645,960000000,2.68,,37.74648
8621.HK,Financial Services,Credit Services,Metropolis Capital Holdings Limited,3096018,-0.30652002,800000000,0.21,,5.046511
8622.HK,Healthcare,Drug Manufacturers—Specialty & Generic,Huakang Biomedical Holdings Company Limited,968000,-0.10326,400000000,0.127,,6.7500005
8627.HK,Communication Services,Advertising Agencies,Orange Tour Cultural Holding Limited,1104000,0.25478,800000000,0.82,,
8631.HK,Energy,Oil & Gas Refining & Marketing,Sun Kong Holdings Limited,480000,-0.00551,400000000,0.241,,1.4785275
8635.HK,Technology,Software—Application,Novacon Technology Group Limited,100000,0.13313,400000000,0.126,,0.5338983
8668.HK,Consumer Cyclical,Leisure,Ying Hai Group Holdings Company Limited,180000,0.02313,1200000000,0.165,,3.8636365
9988.HK,Consumer Cyclical,Internet Retail,Alibaba Group Holding Limited,1112842,0.3442,21461800960,195.4,,
